area,perimeter,solidity,eccentricity,erythema_index,necrosis_index,color_variance,Actual_Label,Predicted_Label,Is_Correct
14249.0,764.8538597629123,0.8645713245555489,0.9648650322509212,138.0055389404297,122.2284698486328,28.55606036254053,0,0,True
15057.0,1785.8296526140218,0.7106716382687497,0.8282623019999538,136.1484375,136.06472778320312,31.304293090496817,0,0,True
10620.0,765.8721497261419,0.8675053095899363,0.9470867052176628,134.9659881591797,137.54415893554688,18.731380344198072,0,0,True
14915.0,977.1797615707168,0.5555555555555556,0.9457381097304496,140.72518920898438,125.9934539794922,29.71755266127937,0,0,True
25169.0,1405.5016587651644,0.876388453636965,0.8946210637675404,145.45750427246094,147.60220336914062,45.3905464410786,0,0,True
9307.0,819.6173157302028,0.5114017253695258,0.9799767763938276,128.53701782226562,90.6077117919922,38.88841237618,1,1,True
4866.0,711.3990616607231,0.6036471901749163,0.8980030482639223,128.81932067871094,118.70779418945312,45.00895598266536,1,1,True
26255.0,1746.615403157899,0.7227605571766779,0.7247900578349132,133.56826782226562,144.1910858154297,35.290749096200656,1,1,True
34774.0,2256.5230867899736,0.6143382093138294,0.7532160263366048,149.7279815673828,134.61029052734375,54.54469108439354,1,1,True
21059.0,1509.5189027078677,0.4684358038971439,0.8365408096621432,133.64878845214844,135.00735473632812,35.238537421757584,1,1,True
12421.0,1000.3940110268396,0.7502416042522349,0.6566521112883695,138.76507568359375,122.1692352294922,29.986104161952905,0,0,True
25871.0,3205.6937931134503,0.6776060764798324,0.6516147954881663,138.6535186767578,105.96882629394533,37.94527229381167,1,1,True
17004.0,1084.1980515339465,0.6732391020311201,0.955449597752212,142.56890869140625,129.43606567382812,39.399243096110254,0,0,True
33815.0,1700.6864709697643,0.7629049724754083,0.7379303746541546,140.6541748046875,139.36294555664062,28.42894543202258,0,0,True
2712.0,369.9594154601839,0.7315888858915565,0.9601544855966024,134.4016876220703,130.7608642578125,32.801357254903564,0,0,True
29115.0,1885.9474016201132,0.6492941727436944,0.8446052680849369,137.5092010498047,162.48202514648438,30.06475658601621,1,0,False
30549.0,1646.401153701776,0.734139190618091,0.8492551953143532,136.0607452392578,93.60548400878906,22.594299947222183,0,0,True
16908.0,2061.628642487245,0.6570040800466291,0.9265981227905208,138.0983123779297,165.99942016601562,20.30137713402473,0,0,True
22941.0,1973.2032816365788,0.6729736865264455,0.911070045921796,143.62506103515625,125.77377319335938,45.29137258912413,1,1,True
8734.0,523.3269478283311,0.9398471968148068,0.7011031076796174,130.98312377929688,154.79385375976562,31.234288335020707,1,1,True
41185.0,1927.628642487245,0.7538070136906069,0.7446593240609386,149.89633178710938,112.0186004638672,47.77226744546557,1,1,True
21895.0,1852.2083322704625,0.7093335925098001,0.8316347582668775,144.5298309326172,105.46572875976562,60.5200918706075,1,1,True
18682.0,1077.6437943888957,0.7490177211129821,0.8993178964013686,146.29200744628906,124.05992126464844,46.44358435581175,1,1,True
26108.0,1876.3260812765536,0.7265138023152271,0.8661924227736932,140.32508850097656,125.25363159179688,34.34231871849695,0,0,True
16908.0,2061.628642487245,0.6570040800466291,0.9265981227905208,138.0983123779297,165.99942016601562,20.30137713402473,0,0,True
39281.0,2381.257105505741,0.7985241502683363,0.8293103582443767,139.4310760498047,137.32907104492188,25.264692190344807,0,0,True
34240.0,2604.228714274745,0.632995637062782,0.7377514952664428,141.8543701171875,146.44105529785156,38.22213777620146,0,1,False
9636.0,816.8599564173221,0.6411177644710578,0.9824771543915596,130.03964233398438,105.63873291015624,39.69329492103863,1,1,True
35236.0,2962.561758757486,0.6820354992934983,0.8034151314937928,144.4918975830078,142.9656219482422,42.04280829771773,0,1,False
19473.0,2045.2550134646883,0.3760863687280312,0.7717175393847486,130.45120239257812,111.88821411132812,52.48597104071864,1,1,True
41485.0,1895.9047250392443,0.8370324038577943,0.7920583884800698,133.49412536621094,87.79484558105469,16.661109398549016,0,0,True
41480.0,3559.764860925316,0.6992582602832097,0.6371982208802027,156.83607482910156,136.75369262695312,38.31881071063879,1,1,True
23735.0,2748.7200923033934,0.7211655323286339,0.907174572126723,130.8304443359375,123.69390869140624,20.558238571492307,0,0,True
22779.0,980.0620125646252,0.8332967515364355,0.8069190465225015,139.33863830566406,189.5935211181641,37.98023825328882,0,0,True
17266.0,763.7350647362942,0.7816560278871837,0.8863450394807733,130.22735595703125,126.79933166503906,17.505203569300072,0,0,True
11286.0,792.5523445727472,0.5983458806065104,0.9653126684463692,131.9119415283203,156.15899658203125,63.2091214999742,1,1,True
28993.0,1024.7483040656405,0.844022008092923,0.8880006009255664,149.00965881347656,147.9678955078125,44.610260291842295,1,1,True
30629.0,1332.4366876077088,0.727979274611399,0.7289783358497355,149.11029052734375,84.56201171875,39.67846163075264,1,1,True
11464.0,1085.300648638388,0.6809218341648847,0.9393366003834116,140.85826110839844,168.65176391601562,41.17523200085839,1,1,True
6066.0,862.6234123846127,0.4193860619469026,0.9897678346357096,143.25946044921875,151.46710205078125,51.93642225821615,1,1,True
12066.0,828.5817818242701,0.7250766179917072,0.9596796689140096,135.89776611328125,133.44139099121094,25.45063997091717,0,0,True
20725.0,1349.7442994522837,0.751232419892707,0.9328311375292696,141.9451446533203,123.96499633789062,39.20234535651344,0,0,True
26278.0,2845.1719318127525,0.6400837920787256,0.8501468378228964,141.2176971435547,168.70704650878906,26.76624489812621,0,0,True
31974.0,1273.477272147525,0.7261537063953488,0.6762576884092926,146.1945037841797,140.6643524169922,50.23393381392249,0,1,False
26336.0,1205.825468531916,0.7969979421377558,0.9089467621997388,137.23065185546875,88.84628295898438,21.372081797163386,0,0,True
14892.0,2239.2976900455574,0.4425031199857372,0.9056619095756328,134.12437438964844,154.72885131835938,26.26624158490683,1,1,True
22986.0,2087.6397897755387,0.5264652664849637,0.8553886712325164,136.4940643310547,135.39602661132812,23.833401152866927,0,0,True
19558.0,938.2447327281724,0.7529257776408993,0.951347439061012,141.5326385498047,128.4970245361328,34.3370085425152,0,0,True
13194.0,543.167568261897,0.9504394179513038,0.5239597949511433,145.4144744873047,111.3933563232422,41.068931944899234,1,1,True
19360.0,1295.9919907732865,0.7698425322093209,0.9328793223756326,147.14454650878906,139.50685119628906,46.03838913158667,1,1,True
28775.0,2537.1637431172894,0.7578950140911844,0.7949022261664376,133.6889190673828,185.90565490722656,22.715020485731344,0,0,True
33382.0,1115.245778748699,0.9285932849314308,0.8061172522224395,140.94961547851562,163.9976806640625,26.10764475221402,0,0,True
43123.0,1738.1534623807736,0.8216408810304092,0.7663360098062881,142.586181640625,138.50051879882812,46.72300038481899,1,1,True
15901.0,1953.901766446414,0.7765676890017582,0.9156405558761848,139.25543212890625,155.6257781982422,57.94450745707252,1,1,True
15794.0,852.144227664784,0.836502303903395,0.9672235500229442,137.43829345703125,145.86343383789062,28.750794207957057,0,0,True
24467.0,1817.6336931211288,0.5610281809635184,0.8591837024433449,135.88876342773438,151.9767608642578,25.244802552830556,0,0,True
22188.0,2239.985027567099,0.4250900452141926,0.6877434415189266,136.3961181640625,94.48512268066406,42.633495021261936,1,1,True
18449.0,1569.6864709697647,0.8279034284688566,0.9031365295032232,139.3907928466797,153.55914306640625,29.17206009350505,0,0,True
21645.0,1806.941304965704,0.4779200706557739,0.7362438191819362,139.31771850585938,134.86683654785156,42.00512334210243,1,1,True
20665.0,1377.500612744638,0.5478525980911984,0.8590587394618485,141.25091552734375,178.45416259765625,36.35502152621074,0,0,True
26147.0,1006.2569260369922,0.7872045762456721,0.9111230521845438,138.33172607421875,140.22872924804688,45.91170571024782,1,1,True
5054.0,467.7228714274745,0.8519892110586649,0.9777700647824716,137.9515380859375,147.08444213867188,40.4210076595379,0,0,True
13868.0,1533.5971131946694,0.7595990578956017,0.9647582817641992,128.01229858398438,145.44036865234375,28.08648862179336,1,1,True
11673.0,826.9015869776648,0.5731330092797172,0.8589542556668256,136.98965454101562,121.5790557861328,56.71840655778311,1,1,True
12764.0,1227.222438151586,0.7135110962043714,0.9596619226046496,142.01394653320312,137.32484436035156,29.37705060142956,0,0,True
26903.0,2773.4185771132284,0.5067146328141187,0.6560369877536417,138.69700622558594,130.60975646972656,34.26648387645598,1,1,True
23621.0,2391.156600442353,0.423839514812223,0.7488650996938347,139.85121154785156,94.93299865722656,45.65923976442753,1,1,True
20060.0,867.8843430349616,0.5955172925634555,0.8137588718236414,130.47621154785156,70.85665893554688,43.39764296791115,1,1,True
12234.0,963.3279938488575,0.7536035481089073,0.9460864807593196,134.798828125,161.87408447265625,29.31014891319481,0,0,True
18379.0,1216.0863991822646,0.5964496657363536,0.9263440301347924,140.1554412841797,156.84738159179688,33.096513873058186,0,0,True
22419.0,1374.5189027078677,0.6371025036232913,0.7880645736002894,140.49038696289062,126.78117370605467,37.26723223219403,0,0,True
17672.0,1232.9331162702406,0.6826328800988876,0.918127186717085,140.20443725585938,165.39569091796875,26.98612342891563,0,0,True
1460.0,182.23759005323595,0.9681697612732096,0.9393335959802188,145.60731506347656,185.1985626220703,35.618514508657185,0,0,True
20230.0,1299.5483399593904,0.7653601694915254,0.906711021900158,136.08876037597656,139.0842742919922,27.23352388826581,0,0,True
7622.0,941.730014102411,0.2530964635563673,0.9334373840576612,144.3723602294922,136.76641845703125,57.3664817755385,1,1,True
25885.0,1813.6925676241744,0.8302328565013791,0.909142414998723,132.1097869873047,109.69206237792967,18.24346150317829,0,0,True
22051.0,1428.3168465605645,0.4732583594454221,0.8391480040142141,133.051513671875,108.35853576660156,17.50156413656317,0,0,True
17979.0,1438.1585130146568,0.7416161366167554,0.9381114590034952,142.4136199951172,129.29444885253906,33.942930764922394,0,0,True
8711.0,593.144227664784,0.6472249052678505,0.8168491283055564,147.1719970703125,162.7315216064453,38.1995212256106,0,1,False
30964.0,1635.6610383315983,0.6149263216427692,0.8224427004435284,139.1053009033203,113.14303588867188,67.89197836047543,1,1,True
13413.0,1140.5950211536162,0.5273856800220187,0.9537735424803456,139.6543426513672,138.29788208007812,30.93604062363865,0,0,True
12071.0,837.5706345359769,0.6669060773480663,0.7777003689014259,140.37486267089844,143.4001922607422,33.22375109226093,0,0,True
15520.0,2547.51507756326,0.5935444393452655,0.4594687286817505,139.9411163330078,176.11990356445312,44.810581318817896,1,1,True
26460.0,1418.4549775709386,0.6535269709543569,0.7354584967650669,142.16221618652344,150.50387573242188,45.46967332411087,1,1,True
11712.0,1026.210244842766,0.7068195534097768,0.8337938415762699,141.68922424316406,139.8573455810547,34.44034179499157,0,0,True
21204.0,2725.6967517062803,0.6535166122172225,0.8491205684466352,143.05868530273438,134.94100952148438,32.50913542729995,0,0,True
14450.0,1773.3443712397834,0.3718667970559473,0.81541040018928,129.83529663085938,174.78460693359375,28.77902317596369,1,1,True
43184.0,2034.135172417544,0.6601947684640198,0.4588933686093595,141.29861450195312,114.7943878173828,52.877511438238784,1,1,True
18559.0,1151.553390593274,0.4802432397464096,0.8664876646718812,146.55026245117188,85.96759033203125,43.58444641121452,1,1,True
28551.0,2392.8023074035523,0.6749964537330371,0.8233642727117716,139.23489379882812,110.4901885986328,25.30919167097431,0,0,True
28989.0,3636.866412009231,0.5457883044018527,0.7905971819152815,130.81101989746094,126.18548583984376,18.092919792739373,0,0,True
11163.0,819.8021279348028,0.7113362645765628,0.8315052487287475,145.4709014892578,90.16238403320312,28.058576649444607,0,0,True
17854.0,1102.0214280248092,0.829338535860275,0.9260096457388698,144.41026306152344,121.52955627441406,40.04627514168504,0,0,True
31925.0,1470.7037149124678,0.8617664525184905,0.7985945475349537,141.38177490234375,118.71328735351562,49.73203448347589,1,1,True
29579.0,2263.74238687998,0.6007962139215567,0.7318974522086699,139.91696166992188,136.5765380859375,58.36814838658346,1,1,True
36279.0,1297.7422074112303,0.6617840204304998,0.7748947194513762,146.15220642089844,100.29803466796876,37.31747822834648,0,0,True
51379.0,1986.1961389616429,0.9082375817571152,0.4819539498817056,149.99627685546875,122.41017150878906,36.74918929410082,1,1,True
27799.0,1845.0306627407988,0.7576104434088246,0.8944980205757351,139.29403686523438,146.01629638671875,42.90811552675949,1,1,True
14154.0,1754.4743135546948,0.5305097451274363,0.9278700146853024,141.5424041748047,137.3594512939453,31.495726176268523,1,0,False
34057.0,1555.4549775709384,0.6460589964905624,0.8204395140352047,133.51434326171875,96.37486267089844,42.25774305629631,1,1,True
17534.0,1262.897582364308,0.6461050924902351,0.8515994866581914,131.65589904785156,104.9228973388672,53.81243771794429,1,1,True
15879.0,1744.396103067893,0.3822304600052957,0.8426809623383149,135.7615509033203,123.53292846679688,44.86931858540938,1,1,True
23760.0,1390.809270609739,0.8489655911673277,0.8901245891596813,136.21327209472656,173.11163330078125,22.15157153907575,0,0,True
34718.0,2754.0815280171305,0.7786749203785942,0.7024818885404807,145.34646606445312,113.27970886230467,27.253301050637955,0,0,True
31343.0,1929.0834405894343,0.7489008888464112,0.8392240414851434,141.73191833496094,138.4039764404297,32.44595516935242,0,0,True
30900.0,1079.6061684419096,0.9149862307897308,0.8371273668208159,134.50674438476562,135.72018432617188,36.07878544209531,0,0,True
12090.0,812.58787847868,0.606227749084892,0.9593084220583966,138.1429443359375,133.82736206054688,65.2640941319048,1,1,True
39281.0,2381.257105505741,0.7985241502683363,0.8293103582443767,139.4310760498047,137.32907104492188,25.264692190344807,0,0,True
35016.0,1295.4295449327724,0.7376448283126185,0.8235691022030701,139.33790588378906,134.17385864257812,39.67607268141069,1,1,True
22972.0,1104.0153313703995,0.7429495472186287,0.8882042410672145,135.6571044921875,88.49247741699219,39.932495836746135,1,1,True
10493.0,887.8843430349616,0.8385678893950291,0.9626002203399788,134.70587158203125,146.66635131835938,20.067799021530988,0,0,True
14655.0,1647.3027406794408,0.6502351583991481,0.6511561626338538,137.6407012939453,119.92755126953124,62.829740502929305,1,1,True
39768.0,2656.8683245815346,0.8009828999577031,0.422406490503682,153.23133850097656,163.093017578125,46.82626914699175,1,1,True
26066.0,939.4518395093588,0.7889463966827083,0.9036251356193572,139.54104614257812,77.44720458984375,23.048182628617564,1,0,False
35557.0,2245.991124221509,0.694038881948782,0.6414762751000915,146.19821166992188,100.06776428222656,38.62132486365062,1,1,True
21865.0,2947.479543657327,0.4424948900087022,0.8422597964569836,144.02236938476562,137.56346130371094,51.24099843631895,1,1,True
15525.0,2080.552524041497,0.6065400843881856,0.9335629725330123,134.17213439941406,121.91575622558594,23.035827657471906,0,0,True
15423.0,1489.7869760331528,0.6135088905684395,0.8137566826180398,132.66464233398438,118.35789489746094,43.9442469774696,1,1,True
41140.0,1901.16060505571,0.8309768118283913,0.374747730025031,140.85401916503906,129.82675170898438,59.83994653038828,1,1,True
7615.0,733.3624817342637,0.622140522875817,0.9848092045157671,144.90567016601562,129.28384399414062,46.40289059407258,1,1,True
6260.0,510.0853531617383,0.8161668839634941,0.8216739825717705,137.6180419921875,129.46713256835938,37.860164670565936,1,0,False
18185.0,2099.286542757264,0.5434360338284075,0.8713151123042685,132.38352966308594,132.05599975585938,32.28897008806344,1,1,True
16669.0,1036.541197284454,0.6997900923593618,0.9568108209914352,142.543701171875,129.92276000976562,39.39088494149974,0,0,True
17979.0,1438.1585130146568,0.7416161366167554,0.9381114590034952,142.4136199951172,129.29444885253906,33.942930764922394,0,0,True
12261.0,2285.389139861705,0.6248598511874427,0.8817021799298607,144.99110412597656,128.893310546875,35.38861180781824,0,0,True
9331.0,533.5279579551078,0.8394961763382816,0.9038586698660358,127.6072998046875,81.4312744140625,15.806941166910663,0,0,True
13879.0,910.428498912246,0.5176992800925062,0.9681235043072318,130.45950317382812,109.93296813964844,53.00034873818427,1,1,True
34556.0,1147.8010819142764,0.7916972140762464,0.8401530562600779,145.80123901367188,140.40977478027344,46.14598620913609,0,0,True
37714.0,3368.7720036002524,0.768512858132616,0.7540564100796268,143.40774536132812,106.6090850830078,42.67693194562271,1,1,True
14766.0,945.5889244992064,0.8186505516438433,0.8014262284869397,131.56817626953125,96.24264526367188,56.22787903729725,1,1,True
21188.0,1434.6032098490791,0.7689627640270015,0.8414716857312544,143.2742462158203,77.60919189453125,26.511162878356703,1,1,True
12546.0,1483.444876303172,0.5610661419435624,0.4103908339918361,140.46414184570312,165.90196228027344,40.74756357206679,1,1,True
15225.0,836.4123009900693,0.8794985847149211,0.6886694700273297,140.5795135498047,183.95201110839844,46.06041786076888,1,1,True
15466.0,1131.9097756731278,0.7380577427821522,0.8289090843455814,145.51856994628906,109.1899871826172,57.73949900344872,1,1,True
40006.0,2737.6429278371183,0.807044441306409,0.5406057445961021,140.60023498535156,146.4267578125,48.84063207194599,1,1,True
19558.0,938.2447327281724,0.7529257776408993,0.951347439061012,141.5326385498047,128.4970245361328,34.3370085425152,0,0,True
20383.0,1826.7524881477464,0.7865936016671169,0.9358100531307552,129.55438232421875,159.667236328125,39.49921573538442,1,1,True
17266.0,763.7350647362942,0.7816560278871837,0.8863450394807733,130.22735595703125,126.79933166503906,17.505203569300072,0,0,True
33382.0,1115.245778748699,0.9285932849314308,0.8061172522224395,140.94961547851562,163.9976806640625,26.10764475221402,0,0,True
15991.0,1032.9198769408945,0.824193382125554,0.9525305632524694,143.76763916015625,147.03594970703125,35.34987241175321,0,0,True
23549.0,1886.869191133312,0.3890403264443012,0.692945672838272,136.2705841064453,82.28567504882812,51.52218347137912,1,1,True
17764.0,1455.0702012600884,0.4948051586306788,0.8739980267616169,131.2717742919922,123.9835205078125,34.96964324537926,1,1,True
33271.0,3180.9383463728736,0.5428720609590941,0.6986771245158826,137.43479919433594,140.59007263183594,32.51073928878713,0,0,True
43140.0,1508.0813485483814,0.841460560193493,0.687474421921817,143.54759216308594,119.74307250976562,52.16673198796853,1,1,True
26465.0,951.3807716974934,0.8202894957071568,0.8913139398114683,135.08558654785156,111.6721649169922,28.771980045031547,0,0,True
12261.0,2285.389139861705,0.6248598511874427,0.8817021799298607,144.99110412597656,128.893310546875,35.38861180781824,0,0,True
32542.0,1313.2173875177027,0.8411176303342035,0.5905511809776264,135.8277130126953,81.78756713867188,51.390450711782265,1,1,True
21395.0,1224.364573775317,0.7354761086283946,0.93873857202662,145.32949829101562,135.9628143310547,38.934539570952914,0,0,True
19390.0,1550.1046891454944,0.4095988508418006,0.7928860529376204,137.42929077148438,98.42234802246094,55.0327743442427,1,1,True
15052.0,1070.6295090390224,0.4602917341977309,0.8664483790974472,137.9936065673828,137.2940673828125,66.23879780654335,1,1,True
16075.0,1208.7848839921,0.7219527530764395,0.8773998853681972,141.0185089111328,130.7242889404297,56.13026404620625,1,1,True
47136.0,1176.9137802864846,0.9213087838630232,0.7401635690553331,139.7439422607422,120.77716064453124,35.89059509607481,0,0,True
26479.0,3076.51507756326,0.6104387117596883,0.8447714638562027,130.8232879638672,101.62611389160156,19.00126832349545,0,0,True
26680.0,1935.7474375138636,0.8060666485392308,0.891340396825837,134.15133666992188,177.76824951171875,19.39787073557643,0,0,True
3674.0,313.9655121145938,0.7759239704329461,0.639063920972872,137.65406799316406,177.27450561523438,38.79783399621651,1,0,False
12352.0,1487.780879378743,0.454585602826439,0.8621507914630024,145.57977294921875,146.68409729003906,64.65793331283643,1,1,True
22543.0,3395.268432262784,0.5142224959510938,0.845681411478302,141.1907501220703,140.77316284179688,32.38316831019872,0,0,True
29763.0,1681.1301217836606,0.7946335602723268,0.6312860272196814,141.37608337402344,150.8712615966797,57.91948603369946,1,1,True
22886.0,1734.0519112968584,0.453583320120501,0.7778572414599625,131.3872833251953,142.75839233398438,54.37952144980117,1,1,True
11984.0,938.7594513539336,0.3640893209782774,0.923427921577396,134.4417266845703,137.81509399414062,40.28915953724525,1,1,True
20284.0,935.4934700697016,0.8747628083491461,0.9408367571034606,142.16482543945312,118.35676574707033,29.00084332213116,0,0,True
30549.0,1646.401153701776,0.734139190618091,0.8492551953143532,136.0607452392578,93.60548400878906,22.594299947222183,0,0,True
12510.0,847.5229073212244,0.7411137440758294,0.9699385508623076,142.21714782714844,144.51527404785156,44.681952242546416,0,0,True
56129.0,1651.4244942988892,0.9336937536388588,0.5967642340549284,145.1131591796875,92.62321472167967,32.460311359273625,0,0,True
10433.0,735.7077195258245,0.8104559931639866,0.7740994855079766,126.8339385986328,117.59034729003906,23.49716094010134,1,1,True
26536.0,2116.5697679842,0.6910596630120576,0.870504007919467,137.53553771972656,144.00717163085938,29.854459962330704,0,0,True
19685.0,1945.1290757631336,0.3003692626953125,0.4042543992761518,129.0163116455078,109.79225158691406,45.869513787016245,1,1,True
14151.0,1106.5777772109132,0.7028758754284011,0.9447737474862746,137.195556640625,192.64927673339844,32.403787940630565,0,0,True
34718.0,2754.0815280171305,0.7786749203785942,0.7024818885404807,145.34646606445312,113.27970886230467,27.253301050637955,0,0,True
3747.0,351.0071426749364,0.8851878100637846,0.944615421472332,143.8325958251953,157.4517822265625,38.88257675032012,0,0,True
27814.0,3057.314067436484,0.5233507695781432,0.7524859533487479,130.77890014648438,145.7490997314453,30.43214456066345,1,1,True
17310.0,1337.6021638285529,0.563109954456734,0.9358115541266756,128.76080322265625,135.5668487548828,41.94592328660187,1,1,True
28182.0,1003.4711754931152,0.93132848645076,0.8714160190582902,130.8765411376953,168.4171905517578,23.928963837633727,0,0,True
13732.0,1392.0519112968586,0.6065638941649366,0.9616280823339184,136.76869201660156,161.1810760498047,22.663317401347207,0,0,True
19782.0,1718.3006486383877,0.4115334207077326,0.832791216540833,143.0389404296875,153.5269012451172,45.39058519384182,1,1,True
13780.0,1158.3473298326137,0.797776877207202,0.9743804848568088,132.3286590576172,185.19085693359372,20.670622067047614,0,0,True
17496.0,865.6843789287115,0.8799034399517199,0.8035440330102722,147.69656372070312,103.36683654785156,42.9664990005709,1,1,True
8995.0,1033.1747109368334,0.3900524695373141,0.971962454715852,131.81097412109375,108.554931640625,36.64497452756934,1,1,True
34240.0,2604.228714274745,0.632995637062782,0.7377514952664428,141.8543701171875,146.44105529785156,38.22213777620146,0,1,False
34487.0,1532.010280736516,0.8566708895347394,0.8249643076928515,141.5518035888672,124.90055847167967,45.847519784516365,1,1,True
41015.0,2470.1099192481274,0.6906626252420645,0.2444187133843087,148.47569274902344,92.48780822753906,43.62413982077735,1,1,True
20173.0,3119.963779011039,0.4165565375402659,0.8002395450051333,136.33123779296875,149.2439727783203,31.260526603269977,0,0,True
48858.0,1854.247870789752,0.9286121564602576,0.5395866806259387,145.36526489257812,123.17076110839844,61.18984596567603,1,1,True
15358.0,1253.8397538817887,0.7067323178868897,0.8841808614443808,148.35089111328125,85.79629516601562,51.15481074247535,1,1,True
