area,perimeter,solidity,eccentricity,erythema_index,necrosis_index,color_variance,ulcer_present
33866.0,1857.17575695736,0.516754150390625,0.41043639886103084,135.94358825683594,82.04603576660156,63.231320757861354,1
5818.0,514.8355697996826,0.6055370524562864,0.802801146541798,150.19459533691406,119.25184631347656,58.46401860427026,1
13471.0,809.1391770309007,0.719873884465345,0.5857813517695447,143.04299926757812,132.3477783203125,58.750447869981905,1
26370.0,1664.8336572273788,0.4903856882508275,0.748025764415617,138.08963012695312,120.78123474121094,61.854354131403575,1
967.0,139.8050865276332,0.840139009556907,0.33415113583641326,148.0316925048828,184.84068298339844,44.46354728218412,1
3567.0,552.8183258569796,0.6538955087076077,0.9922509018689545,139.2527618408203,178.10617065429688,29.031642039931445,1
25643.0,1835.3767670841364,0.3912811279296875,0.47508536608413376,140.49974060058594,118.21849060058594,62.28207110346511,1
18516.0,915.9676041556468,0.8456339057362076,0.7647863333061652,139.35931396484375,147.5236053466797,55.18269696526749,1
30179.0,1544.9341622907673,0.6683719797134188,0.7449957645913112,146.73980712890625,144.43360900878906,50.63515660071855,1
47044.0,1970.8702371538382,0.8908330019504251,0.6386823378515154,143.49331665039062,144.469482421875,46.29564511060551,1
12185.0,787.8599564173221,0.8287988028839613,0.9792356625798071,136.7061004638672,148.97178649902344,50.96925839146217,1
27283.0,2775.8165927534246,0.6914791159772912,0.708520747600047,136.55453491210938,108.51625061035156,41.95848090932036,1
33518.0,2576.596246642892,0.7781492315549984,0.8325051475190568,133.18594360351562,136.6352996826172,23.467273554335154,1
19437.0,2025.7240969167503,0.6048168777421663,0.6814009201376773,152.75523376464844,139.32176208496094,57.36731479542972,1
30201.0,1844.3849557795997,0.625227724412057,0.5418306490565904,141.9825439453125,146.32374572753906,47.53284083162061,1
23507.0,1554.3229432149742,0.42424515872872637,0.8006815604593074,136.89602661132812,111.76454162597656,51.411502728118585,1
28170.0,2167.949493661167,0.5167859108420473,0.683738967147323,144.68995666503906,144.20196533203125,33.06318763596453,1
19405.0,1331.7037149124676,0.8181549877729994,0.901936953566147,141.4561767578125,146.51144409179688,47.37351640308558,1
20779.0,1316.1595590351833,0.7621125985695947,0.45029041906284784,135.97247314453125,145.08837890625,50.058679037210204,1
15630.0,1564.3016946589146,0.7286033936229722,0.936386958092341,139.8760223388672,99.56327819824219,31.824262561068906,1
46762.0,3401.432862463101,0.8171032169005225,0.7125651824391502,142.606689453125,122.36726379394531,43.896415985281585,1
18597.0,836.1330803764907,0.7581638061070569,0.7015416736878152,135.3980255126953,148.101806640625,48.8905335277186,1
28086.0,2235.940258945177,0.4342032032651042,0.4096025211833403,141.83303833007812,101.43563842773438,53.98884734708138,1
41747.0,2084.668181006535,0.6370086669921875,0.43144721380580964,134.1343994140625,143.05690002441406,46.49521732022392,1
14923.0,1559.1595590351833,0.3717737917289487,0.9203861737269508,155.11520385742188,156.22518920898438,52.44460144329955,1
18080.0,907.0376259469858,0.6720440099617143,0.9493131338839216,137.12860107421875,138.34210205078125,51.21903029994452,1
