area,perimeter,solidity,eccentricity,erythema_index,necrosis_index,color_variance,ulcer_present,Severity_Cluster
30575.0,2008.4966081312812,0.4665374755859375,0.5142043868142285,130.31320190429688,72.07489013671875,55.3204721111204,1,2
21003.0,2380.394190495589,0.4942812764755718,0.8003982422958124,139.6265411376953,116.44255065917967,45.24098690421553,1,3
15052.0,1070.6295090390224,0.4602917341977309,0.8664483790974472,137.9936065673828,137.2940673828125,66.23879780654335,1,5
12090.0,812.58787847868,0.606227749084892,0.9593084220583966,138.1429443359375,133.82736206054688,65.2640941319048,1,5
4789.0,656.1980515339465,0.6078182510470872,0.8657848495464021,139.1661834716797,179.6424102783203,36.3162449015682,1,3
9364.0,625.9726547895302,0.8802406467381086,0.5550993272735952,141.08978271484375,187.83883666992188,47.14786713494019,1,3
25840.0,1013.6711395993652,0.8458542014468559,0.9137918118873494,143.2602996826172,175.8969268798828,41.477929632949085,1,3
20349.0,1157.7676400493967,0.8731228009954518,0.6053405886531311,142.07420349121094,180.5273895263672,48.36072415673407,1,3
26147.0,1006.2569260369922,0.7872045762456721,0.9111230521845438,138.33172607421875,140.22872924804688,45.91170571024782,1,3
23839.0,2203.1626970967627,0.6020709685566359,0.4514118612255325,138.28311157226562,172.39219665527344,27.667478081215744,1,1
15901.0,1953.901766446414,0.7765676890017582,0.9156405558761848,139.25543212890625,155.6257781982422,57.94450745707252,1,5
15143.0,1702.508801440101,0.426107265462322,0.8168640953774265,137.21615600585938,139.75949096679688,62.07665437717076,1,5
15225.0,836.4123009900693,0.8794985847149211,0.6886694700273297,140.5795135498047,183.95201110839844,46.06041786076888,1,3
42209.0,2287.782971419796,0.7458211117786337,0.7414035870698426,146.52474975585938,138.4421844482422,68.12711141714439,1,4
24567.0,3434.35779003788,0.5247901224018969,0.7679276546873407,130.9596405029297,194.92034912109372,46.5479931162168,1,2
17980.0,2277.198231002696,0.5207367933271547,0.9044366908198844,136.48849487304688,179.0059356689453,38.3053766416984,1,3
7176.0,1036.3006486383877,0.5760616520831661,0.7868643037387086,134.0404510498047,193.6476287841797,49.32231534825708,1,2
14300.0,1352.1168824543142,0.6207405478143856,0.9476170677045098,132.94625854492188,173.9165496826172,49.49944828135581,1,2
23620.0,2874.9110011624034,0.571262727646504,0.843422307984155,138.20144653320312,173.3353729248047,37.49584902875598,1,3
36064.0,2923.2835841644337,0.6330682675935191,0.7012967605460407,142.22537231445312,152.68853759765625,43.8430979368776,1,3
28333.0,2638.744478921033,0.596961779950276,0.8265699867234764,140.0863494873047,154.12844848632812,39.10018995384694,1,3
21088.0,1035.210244842766,0.8689274382957682,0.9195627479495871,145.73406982421875,138.98374938964844,46.53630086100619,1,0
6006.0,749.547293938864,0.5442682374263706,0.9289522147123636,141.77310180664062,175.62307739257812,52.362268393607565,1,5
17534.0,1262.897582364308,0.6461050924902351,0.8515994866581914,131.65589904785156,104.9228973388672,53.81243771794429,1,2
20124.0,1895.723050896224,0.6066379284357761,0.8057430156704832,147.22300720214844,141.5369110107422,61.2850325932848,1,4
34487.0,1532.010280736516,0.8566708895347394,0.8249643076928515,141.5518035888672,124.90055847167967,45.847519784516365,1,3
42141.0,1045.179761570717,0.974741516896815,0.7384635504901451,143.42665100097656,117.45564270019533,62.65457940884864,1,5
44154.0,1157.7310601229374,0.9462314896170412,0.6976959510817065,139.96339416503906,108.69949340820312,51.61157070324833,1,5
21253.0,1877.4204896855324,0.5089319923371648,0.8398674347355954,132.38063049316406,102.01808166503906,43.634956128210966,1,2
9240.0,756.8010819142764,0.7900812312954254,0.9395102527694604,139.3425750732422,174.3245849609375,39.03259502331872,1,3
29579.0,2263.74238687998,0.6007962139215567,0.7318974522086699,139.91696166992188,136.5765380859375,58.36814838658346,1,5
30538.0,1730.36666581637,0.6211834584324973,0.8359308647543914,138.1324005126953,103.7786102294922,42.22529700374099,1,3
11939.0,860.0559159102154,0.7512112250676398,0.5456243395603045,135.57940673828125,148.8682098388672,34.68919478688571,1,1
12072.0,588.605122421383,0.8988830975428146,0.8753773410556898,136.53463745117188,106.25372314453124,53.80121516376095,1,5
21236.0,1465.8569978244918,0.643300717942504,0.3494475328478095,142.9265899658203,180.14114379882812,43.5901248131197,1,3
35016.0,1295.4295449327724,0.7376448283126185,0.8235691022030701,139.33790588378906,134.17385864257812,39.67607268141069,1,3
3408.0,314.54520189781084,0.8696095942842562,0.8821759614967875,137.18833923339844,130.52484130859375,43.46325179527704,1,3
18887.0,1204.5422433049805,0.6297975924505652,0.9382919597498026,137.2606964111328,118.24855041503906,39.411447640167765,1,3
17181.0,897.7604973744603,0.8693518190558114,0.5684511021427908,139.77781677246094,139.3445587158203,47.99838003321276,1,3
31925.0,1470.7037149124678,0.8617664525184905,0.7985945475349537,141.38177490234375,118.71328735351562,49.73203448347589,1,5
24318.0,1485.2001435749992,0.6990542444016443,0.8917313891715228,139.35960388183594,127.02142333984376,47.25407171702604,1,3
30933.0,2319.6397897755387,0.4729165711140669,0.5580971699696495,142.2224884033203,106.113037109375,31.083359915758013,1,3
20048.0,1445.6671349860085,0.5416328956611012,0.8402895331127175,140.47596740722656,62.01127624511719,32.60974858282635,1,3
39010.0,1760.5088014401008,0.8414400034511766,0.5992989472700428,146.02313232421875,125.0022430419922,56.92628113438586,1,5
48858.0,1854.247870789752,0.9286121564602576,0.5395866806259387,145.36526489257812,123.17076110839844,61.18984596567603,1,5
11970.0,1349.908729652601,0.2675697424892704,0.8486648391838574,135.81277465820312,152.30514526367188,52.51337841241413,1,5
15546.0,1876.7880220536797,0.4585570172851159,0.9109135065343664,134.2454833984375,172.20700073242188,43.69491534440061,1,2
18861.0,1122.3107499061543,0.6251988862370724,0.8502402724973795,134.5481719970703,138.98948669433594,59.2902956322562,1,5
22438.0,2310.725142937277,0.6252054947198306,0.7515329897369748,136.16958618164062,149.31150817871094,56.339734154206,1,5
13194.0,543.167568261897,0.9504394179513038,0.5239597949511433,145.4144744873047,111.3933563232422,41.068931944899234,1,3
16344.0,1812.946355599587,0.5120942473994234,0.9140770587930572,136.9799041748047,172.44895935058594,45.10055216349806,1,3
36925.0,1708.3311319104375,0.7351623628725585,0.5855502204473332,140.46939086914062,173.1529083251953,47.13069550040029,1,3
23523.0,1775.8225099390856,0.5772232037691402,0.8603516144422524,136.14747619628906,155.05230712890625,30.61817876314752,1,1
6950.0,827.9615075012371,0.6450714683497308,0.9451207043440965,136.9829559326172,156.63772583007812,28.50470510389036,1,1
34057.0,1555.4549775709384,0.6460589964905624,0.8204395140352047,133.51434326171875,96.37486267089844,42.25774305629631,1,2
17496.0,865.6843789287115,0.8799034399517199,0.8035440330102722,147.69656372070312,103.36683654785156,42.9664990005709,1,0
8466.0,707.6822868876584,0.7072681704260652,0.9809631321563624,138.4041290283203,184.07440185546875,38.02727142435384,1,3
17639.0,1052.4762261269984,0.6963129638402021,0.8457340795576596,139.1872100830078,89.33837890625,31.465505913122765,1,3
26066.0,939.4518395093588,0.7889463966827083,0.9036251356193572,139.54104614257812,77.44720458984375,23.048182628617564,1,1
41185.0,1927.628642487245,0.7538070136906069,0.7446593240609386,149.89633178710938,112.0186004638672,47.77226744546557,1,0
13831.0,832.4173516239528,0.7751933639726488,0.6702116151502343,143.3700714111328,145.01895141601562,41.81245693012282,1,3
14372.0,629.58787847868,0.9571761571761572,0.8075101992026262,142.1090545654297,140.64556884765625,45.73970422864154,1,3
43631.0,1673.5138520739845,0.7302992769148366,0.7509740657489761,136.22308349609375,114.21177673339844,34.45045081013339,1,1
35557.0,2245.991124221509,0.694038881948782,0.6414762751000915,146.19821166992188,100.06776428222656,38.62132486365062,1,3
25821.0,1993.2449121969216,0.7211159829083699,0.8397402827875983,142.84429931640625,117.19105529785156,45.92830946985551,1,3
26124.0,2123.3281733176077,0.7624328741536306,0.6127655632629744,141.67333984375,117.27098083496094,43.28423072687821,1,3
37714.0,3368.7720036002524,0.768512858132616,0.7540564100796268,143.40774536132812,106.6090850830078,42.67693194562271,1,3
21188.0,1434.6032098490791,0.7689627640270015,0.8414716857312544,143.2742462158203,77.60919189453125,26.511162878356703,1,3
32869.0,3103.551657489719,0.6785647928322219,0.8112883655933103,142.38807678222656,116.59275817871094,43.86661327778241,1,3
11827.0,697.6173157302029,0.7906805722690199,0.9024709830835248,144.27670288085938,131.67723083496094,40.38193675344828,1,3
18682.0,1077.6437943888957,0.7490177211129821,0.8993178964013686,146.29200744628906,124.05992126464844,46.44358435581175,1,0
